day,start time 3h interval (utc),location,height above ground in m,u-component wind in m/s,v-component wind in m/s,temperature in °C,global surface radiation in W/m2
70,09:00,1,2,-3.85,-1.96,13.55,422
70,12:00,1,2,-3.26,-2.88,14.15,450
70,15:00,1,2,-4.68,-2.48,14.45,358
70,18:00,1,2,-3.20,-1.50,11.49,10
70,21:00,1,2,-2.89,-1.66,8.11,6
71,00:00,1,2,-3.20,-1.20,9.05,0
71,03:00,1,2,-2.33,-0.56,8.78,20
71,06:00,1,2,-2.51,-0.23,11.25,200
71,09:00,1,2,-3.40,-0.39,13.65,391
71,12:00,1,2,-3.01,-1.11,17.35,720
71,15:00,1,2,-3.38,-1.42,18.65,514
71,18:00,1,2,-3.19,-1.23,14.25,20
71,21:00,1,2,-1.51,-0.90,9.05,11
72,00:00,1,2,-1.83,0.74,8.05,0
72,03:00,1,2,-0.57,0.21,5.05,55
72,06:00,1,2,-1.30,0.20,14.05,560
72,09:00,1,2,-1.87,0.38,19.95,714
72,12:00,1,2,-1.82,-0.85,23.45,780
72,15:00,1,2,-1.98,-1.31,21.55,573
72,18:00,1,2,-1.91,-0.07,18.55,20
72,21:00,1,2,-1.63,0.00,12.45,12
73,00:00,1,2,-0.67,0.17,7.95,0
73,03:00,1,2,-0.07,1.59,10.85,56
73,06:00,1,2,0.09,1.36,17.45,570
73,09:00,1,2,-0.45,1.19,23.15,720
73,12:00,1,2,0.11,0.67,27.85,740
73,15:00,1,2,0.89,-0.82,24.85,535
73,18:00,1,2,0.17,-1.60,17.85,20
73,21:00,1,2,-0.70,-1.58,14.05,8
74,00:00,1,2,-1.32,-0.75,11.95,0
74,03:00,1,2,2.37,1.27,13.45,15
74,06:00,1,2,3.03,0.13,13.95,90
74,09:00,1,2,1.90,1.17,14.95,340
74,12:00,1,2,2.91,0.35,21.95,730
74,15:00,1,2,3.25,-1.03,22.45,560
74,18:00,1,2,0.78,-2.30,18.15,30
74,21:00,1,2,-0.27,-1.94,12.75,12
75,00:00,1,2,0.03,-1.37,12.65,0
75,03:00,1,2,-1.15,1.05,12.55,51
75,06:00,1,2,-0.84,-0.44,15.85,520
75,09:00,1,2,-1.49,-1.78,20.05,680
75,12:00,1,2,-1.83,-2.21,19.45,770
75,15:00,1,2,-1.84,-2.37,19.35,470
75,18:00,1,2,-1.20,-0.42,15.55,10
75,21:00,1,2,1.35,0.19,13.95,2
76,00:00,1,2,0.73,0.38,13.65,0
76,03:00,1,2,0.84,0.96,13.25,4
76,06:00,1,2,0.14,-0.74,14.25,270
76,09:00,1,2,0.04,-1.55,15.55,365
76,12:00,1,2,-0.86,-1.74,15.75,390
76,15:00,1,2,-1.12,-1.64,16.05,312
76,18:00,1,2,-0.29,-0.19,14.85,20
76,21:00,1,2,0.26,-0.52,10.65,9
77,00:00,1,2,-1.76,-0.16,12.55,0
77,03:00,1,2,-1.02,-0.41,11.65,19
77,06:00,1,2,-0.98,-0.94,13.05,300
77,09:00,1,2,-1.42,-1.57,16.15,431
77,12:00,1,2,-0.83,-2.63,15.85,400
77,15:00,1,2,-1.08,-3.43,16.05,366
77,18:00,1,2,-0.02,-1.81,14.05,10
77,21:00,1,2,-0.26,-2.93,9.85,8
78,00:00,1,2,-0.12,-2.28,7.65,0
78,03:00,1,2,-0.60,-2.04,6.25,57
78,06:00,1,2,-1.03,-1.79,10.45,540
78,09:00,1,2,-1.88,-1.49,15.85,554
78,12:00,1,2,0.45,-2.01,17.25,540
78,15:00,1,2,0.64,-2.19,18.45,456
78,18:00,1,2,1.05,-1.57,15.15,20
78,21:00,1,2,1.30,-1.71,9.85,12
79,00:00,1,2,1.21,-0.17,5.45,0
79,03:00,1,2,1.27,0.30,5.65,42
79,06:00,1,2,1.93,1.27,13.05,400
79,09:00,1,2,4.22,0.98,16.15,311
79,12:00,1,2,2.21,-0.48,13.65,70
79,15:00,1,2,3.14,-1.43,13.65,131
79,18:00,1,2,2.16,-0.98,13.95,10
79,21:00,1,2,1.83,-1.75,12.65,4
80,00:00,1,2,0.59,-2.24,10.85,0
80,03:00,1,2,0.80,-1.38,8.15,34
80,06:00,1,2,1.62,-1.60,10.55,460
80,09:00,1,2,3.14,-2.90,13.85,679
80,12:00,1,2,3.26,-2.33,16.15,820
80,15:00,1,2,3.80,-3.50,15.95,602
80,18:00,1,2,1.96,-1.87,12.45,20
80,21:00,1,2,1.58,-1.35,7.15,12
81,00:00,1,2,1.50,-1.19,6.15,0
81,03:00,1,2,1.78,-0.90,6.75,18
81,06:00,1,2,1.61,-1.85,8.75,300
81,09:00,1,2,3.34,-2.66,10.95,591
81,12:00,1,2,2.51,-2.66,14.05,790
81,15:00,1,2,3.08,-2.53,14.35,594
81,18:00,1,2,0.16,-1.95,11.35,30
81,21:00,1,2,0.18,-0.85,3.35,14
82,00:00,1,2,0.02,-0.36,5.35,0
82,03:00,1,2,1.29,1.02,7.35,26
82,06:00,1,2,1.13,0.87,9.15,180
82,09:00,1,2,2.56,1.83,12.15,497
82,12:00,1,2,2.90,0.84,16.45,750
82,15:00,1,2,3.19,0.84,17.55,549
82,18:00,1,2,0.58,1.40,14.25,20
82,21:00,1,2,2.58,0.25,10.45,11
83,00:00,1,2,2.30,0.09,9.25,0
83,03:00,1,2,1.54,1.71,8.65,51
83,06:00,1,2,2.14,2.07,12.95,480
83,09:00,1,2,5.34,1.55,17.45,509
83,12:00,1,2,3.18,0.36,15.05,210
83,15:00,1,2,2.47,-0.80,14.05,178
83,18:00,1,2,-1.58,1.26,12.95,10
83,21:00,1,2,3.17,-1.80,10.75,4
84,00:00,1,2,3.45,-0.70,9.15,0
84,03:00,1,2,3.23,-0.30,8.55,18
84,06:00,1,2,2.70,-0.98,9.15,500
84,09:00,1,2,4.13,-1.47,12.45,681
84,12:00,1,2,3.63,-1.71,13.55,660
84,15:00,1,2,4.02,-1.92,13.75,526
84,18:00,1,2,2.32,-1.56,11.25,30
84,21:00,1,2,1.43,-1.38,5.75,14
85,00:00,1,2,0.78,-0.41,1.25,0
85,03:00,1,2,0.28,-0.01,0.05,57
85,06:00,1,2,-0.17,0.11,10.65,570
85,09:00,1,2,0.36,-0.56,17.05,736
85,12:00,1,2,-0.77,-0.72,19.75,730
85,15:00,1,2,-1.17,-0.70,18.55,524
85,18:00,1,2,-1.16,-1.18,14.85,20
85,21:00,1,2,-1.43,-0.47,6.85,12
86,00:00,1,2,-1.63,0.03,5.55,0
86,03:00,1,2,-0.68,0.35,3.05,50
86,06:00,1,2,-0.33,0.46,12.15,540
86,09:00,1,2,1.12,-0.49,19.25,717
86,12:00,1,2,1.24,-1.42,21.55,800
86,15:00,1,2,1.77,-2.04,20.95,596
86,18:00,1,2,0.63,-2.41,16.15,30
86,21:00,1,2,0.33,-1.93,9.55,14
87,00:00,1,2,-0.58,-1.26,6.95,0
87,03:00,1,2,-0.49,-0.35,4.95,53
87,06:00,1,2,-0.53,0.43,15.15,560
87,09:00,1,2,-0.31,-0.04,21.45,720
87,12:00,1,2,0.66,-0.96,24.25,800
87,15:00,1,2,1.07,-1.52,23.25,584
87,18:00,1,2,-0.24,-2.16,18.55,20
87,21:00,1,2,-0.72,-1.22,12.25,9
88,00:00,1,2,-0.48,0.23,9.95,0
88,03:00,1,2,0.52,1.26,12.95,45
88,06:00,1,2,0.39,1.42,16.75,560
88,09:00,1,2,4.06,0.97,22.15,710
88,12:00,1,2,2.54,-0.38,20.25,790
88,15:00,1,2,4.38,-2.97,19.25,589
88,18:00,1,2,1.62,-2.31,17.15,30
88,21:00,1,2,1.73,-1.92,12.05,14
89,00:00,1,2,1.23,-0.72,8.25,0
89,03:00,1,2,0.03,-1.33,7.55,52
89,06:00,1,2,-1.06,-0.68,14.25,550
89,09:00,1,2,-0.74,-0.15,20.35,714
89,12:00,1,2,0.05,-0.82,23.45,710
89,15:00,1,2,0.39,-0.60,23.35,541
89,18:00,1,2,-0.74,-1.48,18.55,30
89,21:00,1,2,-1.41,-1.16,12.35,13
90,00:00,1,2,-0.90,-0.47,8.55,0
90,03:00,1,2,0.09,0.62,8.15,44
90,06:00,1,2,0.92,0.53,15.85,480
90,09:00,1,2,0.94,-1.10,22.25,665
90,12:00,1,2,0.88,-1.03,24.35,710
90,15:00,1,2,1.59,-1.67,24.55,544
90,18:00,1,2,-0.21,-1.58,19.55,30
90,21:00,1,2,-0.51,-1.87,14.25,13
91,00:00,1,2,-0.38,-0.88,11.45,0
91,03:00,1,2,-0.55,-0.10,9.95,52
91,06:00,1,2,-0.63,0.29,18.75,550
91,09:00,1,2,-1.56,0.05,23.85,712
91,12:00,1,2,-1.95,-0.18,26.75,800
91,15:00,1,2,-2.75,-0.20,26.65,593
91,18:00,1,2,-2.02,-0.44,21.85,30
91,21:00,1,2,-2.13,-0.41,15.55,14
92,00:00,1,2,-2.04,-0.37,13.65,0
92,03:00,1,2,-0.92,0.19,10.35,53
92,06:00,1,2,-1.06,0.66,19.05,560
92,09:00,1,2,-1.46,1.36,24.85,714
92,12:00,1,2,-1.72,-0.14,29.25,800
92,15:00,1,2,-1.83,0.07,29.05,592
92,18:00,1,2,-2.94,-0.12,24.05,30
92,21:00,1,2,-1.69,0.33,17.15,13
93,00:00,1,2,-0.69,0.44,13.05,0
93,03:00,1,2,0.00,1.47,14.55,52
93,06:00,1,2,-0.01,0.98,21.45,560
93,09:00,1,2,0.07,0.89,28.25,712
93,12:00,1,2,-0.85,0.42,32.35,790
93,15:00,1,2,-0.20,0.27,31.75,590
93,18:00,1,2,-1.44,0.56,25.95,30
93,21:00,1,2,-1.28,0.50,17.75,13
94,00:00,1,2,0.38,2.73,18.75,0
94,03:00,1,2,1.28,0.68,16.25,51
94,06:00,1,2,0.39,0.71,23.55,540
94,09:00,1,2,-0.55,-0.25,29.65,698
94,12:00,1,2,-1.34,0.18,30.95,780
94,15:00,1,2,-1.68,0.64,31.15,581
94,18:00,1,2,-2.75,0.91,25.55,30
94,21:00,1,2,-2.08,1.03,20.45,13
95,00:00,1,2,-1.08,0.93,17.65,0
95,03:00,1,2,-0.18,1.93,18.15,31
95,06:00,1,2,0.99,0.96,22.85,530
95,09:00,1,2,2.97,0.92,28.55,699
95,12:00,1,2,1.85,0.12,31.25,790
95,15:00,1,2,1.08,-1.71,31.25,587
95,18:00,1,2,0.05,-1.54,25.75,30
95,21:00,1,2,-1.08,-1.54,19.85,14
96,00:00,1,2,-2.42,-0.26,19.55,0
96,03:00,1,2,-1.09,0.88,16.45,49
96,06:00,1,2,-0.48,1.74,22.55,540
96,09:00,1,2,-0.75,1.98,28.25,699
96,12:00,1,2,0.36,1.53,32.55,790
96,15:00,1,2,0.30,2.07,32.45,590
96,18:00,1,2,0.65,0.83,26.15,30
96,21:00,1,2,3.02,-0.53,22.15,13
97,00:00,1,2,3.54,-2.60,19.65,0
97,03:00,1,2,2.24,-2.55,18.95,10
97,06:00,1,2,1.40,-2.17,17.75,430
97,09:00,1,2,0.10,-0.83,23.55,594
97,12:00,1,2,0.62,0.72,26.85,630
97,15:00,1,2,1.59,-0.45,27.05,509
97,18:00,1,2,0.03,-1.32,22.55,30
97,21:00,1,2,-0.65,-1.53,16.45,13
98,00:00,1,2,-1.25,-0.92,15.65,0
98,03:00,1,2,-0.73,0.84,15.15,39
98,06:00,1,2,-0.31,1.32,21.35,530
98,09:00,1,2,1.99,2.77,27.65,691
98,12:00,1,2,3.87,1.78,30.45,790
98,15:00,1,2,3.00,1.84,31.35,583
98,18:00,1,2,0.79,0.14,25.45,30
98,21:00,1,2,3.00,-2.72,19.65,13
99,00:00,1,2,4.59,0.56,17.75,0
99,03:00,1,2,3.60,-0.36,16.05,38
99,06:00,1,2,1.80,-0.60,16.45,330
99,09:00,1,2,2.45,-2.62,15.95,356
99,12:00,1,2,3.57,-1.45,16.65,630
99,15:00,1,2,6.04,-0.84,19.05,507
99,18:00,1,2,2.78,-1.49,16.05,20
99,21:00,1,2,2.48,-1.13,11.35,11
100,00:00,1,2,2.74,0.07,10.55,0
100,03:00,1,2,3.69,0.04,9.95,45
100,06:00,1,2,2.05,-0.70,13.05,510
100,09:00,1,2,4.04,-1.03,16.25,690
100,12:00,1,2,3.20,-2.37,18.15,810
100,15:00,1,2,3.23,-3.30,18.35,600
100,18:00,1,2,1.10,-1.75,14.55,30
100,21:00,1,2,0.84,-2.07,9.15,13
101,00:00,1,2,-0.50,-1.30,6.45,0
101,03:00,1,2,-1.20,-1.51,7.05,50
101,06:00,1,2,-1.77,-0.74,11.65,560
101,09:00,1,2,-1.86,-0.18,17.75,722
101,12:00,1,2,-1.21,-0.64,22.45,810
101,15:00,1,2,-2.42,-0.50,22.45,604
101,18:00,1,2,-2.34,0.53,18.25,30
101,21:00,1,2,-1.98,0.19,11.65,13
102,00:00,1,2,-1.23,0.43,7.45,0
102,03:00,1,2,-0.46,1.62,8.15,47
102,06:00,1,2,0.23,1.91,15.95,540
102,09:00,1,2,3.82,2.70,23.05,702
102,12:00,1,2,3.65,-0.20,26.75,790
102,15:00,1,2,5.17,-1.11,25.45,587
102,18:00,1,2,1.91,-0.42,20.85,30
102,21:00,1,2,1.84,-0.62,15.15,12
103,00:00,1,2,2.02,-1.43,14.25,0
103,03:00,1,2,1.10,-1.16,11.75,47
103,06:00,1,2,1.15,-0.62,17.55,540
103,09:00,1,2,1.59,-1.06,22.55,700
103,12:00,1,2,2.45,-1.52,24.75,760
103,15:00,1,2,3.63,-2.78,23.65,545
103,18:00,1,2,2.19,-2.30,18.75,10
103,21:00,1,2,0.90,-1.95,13.65,6
104,00:00,1,2,0.41,0.48,13.45,0
104,03:00,1,2,0.38,-0.27,11.75,17
104,06:00,1,2,0.20,-0.05,15.75,460
104,09:00,1,2,2.37,-0.75,19.75,637
104,12:00,1,2,3.01,-0.57,21.75,630
104,15:00,1,2,4.10,-0.78,21.45,498
104,18:00,1,2,0.91,-1.09,18.35,20
104,21:00,1,2,1.19,-1.11,13.45,11
105,00:00,1,2,0.37,0.60,10.25,0
105,03:00,1,2,0.80,0.84,11.05,43
105,06:00,1,2,0.83,1.00,17.75,510
105,09:00,1,2,3.79,0.01,21.95,681
105,12:00,1,2,3.16,-1.12,24.65,790
105,15:00,1,2,3.67,-1.71,24.25,584
105,18:00,1,2,1.04,-1.67,19.95,20
105,21:00,1,2,1.06,-2.13,14.75,11
106,00:00,1,2,0.93,-1.38,12.75,0
106,03:00,1,2,0.40,-0.97,10.15,43
106,06:00,1,2,-0.49,-0.90,17.45,520
106,09:00,1,2,-0.43,-0.36,23.75,691
106,12:00,1,2,-0.19,-0.49,28.05,780
106,15:00,1,2,-0.03,-1.36,26.85,566
106,18:00,1,2,-1.08,-1.14,21.45,20
106,21:00,1,2,-0.74,-1.18,15.15,9
107,00:00,1,2,-0.62,-1.38,14.65,0
107,03:00,1,2,-0.65,-1.28,14.15,43
107,06:00,1,2,-0.42,-0.01,19.65,530
107,09:00,1,2,-1.26,-0.69,25.65,687
107,12:00,1,2,-0.44,1.03,29.75,770
107,15:00,1,2,1.47,0.00,29.15,575
107,18:00,1,2,1.43,-1.52,23.35,20
107,21:00,1,2,0.62,-1.95,17.65,11
108,00:00,1,2,-0.69,0.17,12.75,0
108,03:00,1,2,0.12,1.49,14.55,42
108,06:00,1,2,0.89,1.83,21.45,520
108,09:00,1,2,2.66,-0.23,27.15,676
108,12:00,1,2,-0.32,0.19,31.95,770
108,15:00,1,2,1.51,1.13,30.75,519
108,18:00,1,2,-1.15,1.89,22.75,20
108,21:00,1,2,-0.16,2.27,18.95,10
109,00:00,1,2,1.44,2.91,17.45,0
109,03:00,1,2,1.46,1.59,16.55,40
109,06:00,1,2,1.38,0.56,19.15,400
109,09:00,1,2,1.90,-0.38,23.45,472
109,12:00,1,2,-0.52,0.69,23.25,610
109,15:00,1,2,2.02,1.79,25.05,488
109,18:00,1,2,0.37,0.17,21.25,20
109,21:00,1,2,-0.41,0.50,13.95,10
110,00:00,1,2,-0.71,1.30,15.90,0
110,03:00,1,2,-0.05,2.41,16.79,40
110,06:00,1,2,0.57,2.14,18.35,470
110,09:00,1,2,3.59,2.73,23.95,643
110,12:00,1,2,4.52,2.36,25.75,760
110,15:00,1,2,5.90,0.02,24.65,558
110,18:00,1,2,2.37,-2.33,21.05,20
110,21:00,1,2,1.50,-1.24,15.79,9
111,00:00,1,2,-0.24,1.11,13.65,0
111,03:00,1,2,0.54,0.96,12.75,39
111,06:00,1,2,0.65,0.34,19.05,500
111,09:00,1,2,2.65,0.85,22.95,655
111,12:00,1,2,1.26,0.13,27.15,720
111,15:00,1,2,1.92,-1.44,25.35,539
111,18:00,1,2,0.11,-1.97,21.85,20
111,21:00,1,2,0.10,-1.58,16.35,10
112,00:00,1,2,0.28,-0.01,13.65,0
112,03:00,1,2,0.91,-0.57,13.65,39
112,06:00,1,2,0.59,-0.46,20.15,510
112,09:00,1,2,1.45,0.19,25.15,675
112,12:00,1,2,0.48,-0.68,29.55,770
112,15:00,1,2,0.50,-1.26,28.75,567
112,18:00,1,2,0.10,-1.93,23.65,20
112,21:00,1,2,-0.37,-1.68,17.75,9
113,00:00,1,2,-1.24,-0.73,16.25,0
113,03:00,1,2,-0.59,-0.08,13.65,39
113,06:00,1,2,-0.04,0.87,21.55,510
113,09:00,1,2,0.77,-0.91,27.95,674
113,12:00,1,2,1.71,-1.26,30.55,720
113,15:00,1,2,2.04,-2.68,27.75,521
113,18:00,1,2,0.92,-0.63,19.15,10
113,21:00,1,2,2.11,-0.04,17.85,4
114,00:00,1,2,2.28,-1.37,18.05,0
114,03:00,1,2,0.77,-1.52,16.85,22
114,06:00,1,2,-0.61,-1.43,16.65,80
114,09:00,1,2,-0.98,-1.24,16.95,264
114,12:00,1,2,-0.92,-0.84,22.65,520
114,15:00,1,2,-0.47,-2.03,21.85,343
114,18:00,1,2,-1.25,-0.30,18.85,10
114,21:00,1,2,-0.98,-0.53,17.05,6
115,00:00,1,2,-1.71,1.38,13.55,0
115,03:00,1,2,-1.09,-0.29,11.05,36
115,06:00,1,2,-1.22,0.07,16.85,500
115,09:00,1,2,-1.77,0.12,22.85,641
115,12:00,1,2,-1.03,0.51,27.05,740
115,15:00,1,2,0.15,1.26,26.45,536
115,18:00,1,2,-0.24,1.24,20.75,10
115,21:00,1,2,1.03,3.20,17.95,5
116,00:00,1,2,1.53,2.29,15.65,0
116,03:00,1,2,1.84,2.34,14.25,34
116,06:00,1,2,2.80,1.53,15.25,460
116,09:00,1,2,9.15,2.31,17.55,651
116,12:00,1,2,7.05,-0.15,17.45,620
116,15:00,1,2,8.00,-0.63,17.35,494
116,18:00,1,2,2.51,-1.91,13.95,20
116,21:00,1,2,1.76,-1.89,9.35,8
117,00:00,1,2,1.30,-0.24,5.45,0
117,03:00,1,2,-0.03,-0.31,3.35,37
117,06:00,1,2,-0.67,0.86,11.25,500
117,09:00,1,2,-1.90,0.24,16.05,657
117,12:00,1,2,-1.36,1.46,19.95,690
117,15:00,1,2,1.01,2.25,20.55,439
117,18:00,1,2,1.00,2.43,13.25,0
117,21:00,1,2,0.41,2.66,12.45,1
118,00:00,1,2,3.63,3.71,12.45,0
118,03:00,1,2,3.76,1.96,12.55,3
118,06:00,1,2,3.94,1.32,13.45,500
118,09:00,1,2,8.72,0.96,17.25,659
118,12:00,1,2,6.54,1.69,18.55,760
118,15:00,1,2,7.68,1.48,19.05,560
118,18:00,1,2,2.84,0.45,15.85,10
118,21:00,1,2,3.73,0.31,13.35,7
119,00:00,1,2,3.32,1.76,13.05,0
119,03:00,1,2,3.93,1.06,12.45,23
119,06:00,1,2,3.84,0.99,14.95,440
119,09:00,1,2,7.55,1.27,16.75,632
119,12:00,1,2,4.89,0.69,18.65,720
119,15:00,1,2,5.98,1.29,18.85,511
119,18:00,1,2,3.40,-0.67,14.45,10
119,21:00,1,2,1.34,0.03,11.15,2
120,00:00,1,2,0.48,0.55,10.85,0
120,03:00,1,2,0.53,1.42,9.85,15
120,06:00,1,2,0.72,1.81,11.35,80
120,09:00,1,2,1.25,1.18,12.65,67
120,12:00,1,2,2.99,1.27,12.35,310
120,15:00,1,2,3.86,-1.52,14.75,264
120,18:00,1,2,2.32,-1.79,12.65,10
120,21:00,1,2,1.26,-0.39,5.35,7
121,00:00,1,2,0.40,0.48,3.05,0
121,03:00,1,2,0.66,0.55,2.75,35
121,06:00,1,2,0.61,0.91,11.05,510
121,09:00,1,2,2.38,-0.67,15.75,612
121,12:00,1,2,1.16,-1.41,16.15,420
121,15:00,1,2,1.82,-1.36,17.15,355
121,18:00,1,2,0.58,-2.40,13.85,0
121,21:00,1,2,0.99,-2.03,10.35,1
122,00:00,1,2,-0.42,-1.78,8.25,0
122,03:00,1,2,-0.71,-1.49,5.85,34
122,06:00,1,2,-1.11,-1.36,10.95,510
122,09:00,1,2,-3.40,-1.36,16.05,683
122,12:00,1,2,-3.82,-0.86,19.55,780
122,15:00,1,2,-4.30,-1.65,20.45,557
122,18:00,1,2,-1.52,-1.59,15.85,10
122,21:00,1,2,-2.66,-0.43,13.75,4
123,00:00,1,2,-0.99,0.37,11.25,0
123,03:00,1,2,-0.42,1.32,11.95,5
123,06:00,1,2,1.51,1.44,12.45,80
123,09:00,1,2,1.09,1.00,14.05,312
123,12:00,1,2,0.73,1.08,19.85,440
123,15:00,1,2,1.62,-0.35,17.05,250
123,18:00,1,2,0.38,-0.41,13.85,0
123,21:00,1,2,1.00,-0.27,11.05,1
124,00:00,1,2,0.98,-0.27,9.35,0
124,03:00,1,2,1.17,-0.52,8.65,31
124,06:00,1,2,0.29,-0.08,14.65,490
124,09:00,1,2,-2.09,0.22,19.65,658
124,12:00,1,2,-3.46,0.49,22.95,760
124,15:00,1,2,-3.21,-0.33,23.25,550
124,18:00,1,2,-1.86,-0.48,17.85,10
124,21:00,1,2,-2.17,-0.12,13.55,6
125,00:00,1,2,-1.50,0.53,10.65,0
125,03:00,1,2,-0.56,1.16,9.85,31
125,06:00,1,2,-0.57,1.32,15.95,490
125,09:00,1,2,0.97,1.36,22.65,657
125,12:00,1,2,1.84,0.00,27.05,750
125,15:00,1,2,1.31,-0.27,27.25,544
125,18:00,1,2,0.20,-0.70,18.95,10
125,21:00,1,2,-0.60,0.30,12.65,5
126,00:00,1,2,0.20,2.00,14.45,0
126,03:00,1,2,-0.20,1.76,14.05,21
126,06:00,1,2,-0.04,1.95,18.65,270
126,09:00,1,2,4.04,-0.05,22.75,357
126,12:00,1,2,3.20,-0.60,21.05,430
126,15:00,1,2,3.60,0.54,21.35,375
126,18:00,1,2,1.59,-0.98,17.55,10
126,21:00,1,2,0.50,-1.25,12.45,5
127,00:00,1,2,-1.16,-0.21,11.25,0
127,03:00,1,2,-1.06,-0.18,10.35,28
127,06:00,1,2,-0.98,-0.73,14.95,480
127,09:00,1,2,-2.44,0.11,20.65,644
127,12:00,1,2,-2.01,0.78,25.55,740
127,15:00,1,2,-1.65,1.32,26.65,537
127,18:00,1,2,-0.58,-0.25,18.75,10
127,21:00,1,2,0.25,0.29,12.95,5
128,00:00,1,2,0.62,2.89,16.85,0
128,03:00,1,2,0.72,1.65,14.85,28
128,06:00,1,2,-0.11,1.88,19.45,80
128,09:00,1,2,0.35,1.39,20.45,135
128,12:00,1,2,0.53,0.81,30.75,720
128,15:00,1,2,1.37,-0.75,30.15,519
128,18:00,1,2,-0.82,-1.59,22.55,10
128,21:00,1,2,-1.24,-1.65,18.35,4
129,00:00,1,2,-1.64,-0.61,16.35,0
129,03:00,1,2,-0.88,0.59,14.65,25
129,06:00,1,2,0.50,1.56,20.85,450
129,09:00,1,2,0.96,1.23,27.55,624
129,12:00,1,2,1.24,-1.18,32.15,730
129,15:00,1,2,0.69,-1.66,31.85,525
129,18:00,1,2,-0.83,-0.65,22.25,10
129,21:00,1,2,-0.98,-0.32,17.15,4
130,00:00,1,2,-0.08,1.40,17.15,0
130,03:00,1,2,1.64,1.11,17.25,26
130,06:00,1,2,1.26,-0.20,20.75,470
130,09:00,1,2,1.15,-1.19,25.75,637
130,12:00,1,2,1.28,-1.38,29.35,730
130,15:00,1,2,1.31,-3.02,27.45,512
130,18:00,1,2,-0.16,-1.90,21.65,10
130,21:00,1,2,-1.30,-3.47,19.15,4
131,00:00,1,2,-0.91,-2.96,16.85,0
131,03:00,1,2,-1.73,-1.58,15.95,24
131,06:00,1,2,-0.12,-1.02,18.45,420
131,09:00,1,2,-0.59,-0.68,24.05,539
131,12:00,1,2,0.55,-2.51,24.85,490
131,15:00,1,2,0.55,-2.23,24.15,371
131,18:00,1,2,1.78,-1.07,19.15,10
131,21:00,1,2,1.51,-1.88,17.55,3
132,00:00,1,2,1.75,-1.08,16.95,0
132,03:00,1,2,1.38,-0.65,15.85,22
132,06:00,1,2,0.80,-0.02,18.05,360
132,09:00,1,2,0.80,-0.80,21.35,539
132,12:00,1,2,0.51,-1.11,21.75,640
132,15:00,1,2,0.65,-2.73,21.95,456
132,18:00,1,2,1.17,-1.18,18.85,10
132,21:00,1,2,1.60,-1.38,16.65,3
133,00:00,1,2,1.52,-0.84,16.35,0
133,03:00,1,2,1.53,-1.09,15.45,22
133,06:00,1,2,0.10,-0.46,17.45,400
133,09:00,1,2,-0.97,-0.64,21.65,575
133,12:00,1,2,-0.95,-1.39,23.45,685
133,15:00,1,2,-1.15,-2.42,23.85,489
133,18:00,1,2,-1.12,-1.22,20.15,10
133,21:00,1,2,-1.00,-1.56,17.05,3
134,00:00,1,2,-0.62,-1.04,14.65,0
134,03:00,1,2,-0.39,-0.20,12.95,24
134,06:00,1,2,0.01,1.26,19.95,450
134,09:00,1,2,0.06,0.51,25.25,617
134,12:00,1,2,-1.50,0.06,28.45,705
134,15:00,1,2,-1.57,-1.46,26.95,498
134,18:00,1,2,-1.65,-1.27,21.15,10
134,21:00,1,2,-1.17,-1.45,17.25,3
135,00:00,1,2,-2.42,-0.61,16.95,0
135,03:00,1,2,-1.87,-0.63,16.35,23
135,06:00,1,2,-1.58,0.42,19.45,460
135,09:00,1,2,-1.93,1.02,25.05,621
135,12:00,1,2,-1.02,0.56,29.55,703
135,15:00,1,2,-0.30,-0.16,29.25,459
135,18:00,1,2,1.70,1.08,21.75,0
135,21:00,1,2,4.56,0.68,19.15,2
136,00:00,1,2,1.30,-1.60,15.25,0
136,03:00,1,2,1.08,0.93,14.45,22
136,06:00,1,2,0.47,1.30,16.75,440
136,09:00,1,2,0.41,0.06,22.35,585
136,12:00,1,2,-0.01,-1.14,22.05,327
136,15:00,1,2,3.06,-1.65,17.65,168
136,18:00,1,2,-0.52,-0.41,15.55,0
136,21:00,1,2,-0.52,1.96,14.05,0
137,00:00,1,2,1.00,2.10,14.35,0
137,03:00,1,2,1.72,1.56,13.85,15
137,06:00,1,2,1.91,0.90,14.25,360
137,09:00,1,2,3.29,0.21,16.75,506
137,12:00,1,2,3.05,0.19,17.65,434
137,15:00,1,2,3.77,0.01,16.55,267
137,18:00,1,2,2.06,-0.20,13.35,0
137,21:00,1,2,1.89,-0.76,11.85,0
138,00:00,1,2,0.95,-1.02,11.85,0
138,03:00,1,2,1.55,-1.23,10.95,10
138,06:00,1,2,1.76,-1.51,11.85,230
138,09:00,1,2,2.02,-1.28,13.55,404
138,12:00,1,2,2.50,-1.82,16.15,640
138,15:00,1,2,2.47,-2.18,16.15,449
138,18:00,1,2,1.18,-1.55,12.55,0
138,21:00,1,2,1.73,-1.09,9.95,2
139,00:00,1,2,1.21,-0.79,8.85,0
139,03:00,1,2,1.57,-0.64,8.55,13
139,06:00,1,2,1.07,0.17,11.05,370
139,09:00,1,2,1.91,-0.86,15.75,535
139,12:00,1,2,1.68,-1.77,17.95,480
139,15:00,1,2,1.63,-1.90,17.15,360
139,18:00,1,2,0.95,-1.25,11.25,0
139,21:00,1,2,1.20,-1.51,7.65,2
